round,client,step,reward,delay,energy,migration
4,4,2,-0.1563354312479496,0.068,0.1755,1
4,4,3,-0.1996241265833378,0.1428,0.1121,1
4,4,4,-0.2553045681625605,0.2094,0.0919,1
4,4,5,-0.22524527712464332,0.1377,0.1752,1
4,4,6,-0.2338237874507904,0.1715,0.1237,1
4,4,7,-0.1883935173034668,0.142,0.0932,1
4,4,8,-0.2502211911559105,0.1445,0.2089,1
4,4,9,-0.19476186044812202,0.093,0.2031,1
4,4,10,-0.1961951732635498,0.0839,0.2226,1
4,4,11,-0.23755140143632889,0.1803,0.1124,1
4,4,12,-0.22562871483564376,0.149,0.1511,1
4,4,13,-0.2162492348372936,0.1536,0.1255,1
4,4,14,-0.17404292557239534,0.1221,0.104,1
4,4,15,-0.22450390770435336,0.0973,0.2533,1
4,4,16,-0.2011485539495945,0.0883,0.2237,1
4,4,17,-0.18924850448966027,0.0995,0.1777,1
4,4,18,-0.1829126675784588,0.1151,0.1355,1
4,4,19,-0.23809476929605008,0.1951,0.0871,1
4,4,20,-0.26008609144091605,0.1628,0.1927,1
4,4,21,-0.17925206765532492,0.0873,0.1835,1
4,4,22,-0.22822410169243815,0.1738,0.1083,1
4,4,23,-0.1984302047252655,0.0794,0.2369,1
4,4,24,-0.22361347421407698,0.2009,0.0455,1
4,4,25,-0.18663465814590452,0.1667,0.041,1
4,4,26,-0.2196158151268959,0.191,0.0557,1
4,4,27,-0.23146440337300297,0.1624,0.1383,1
4,4,28,-0.22455012613534925,0.151,0.147,1
4,4,29,-0.22080067487955093,0.1355,0.1687,1
4,4,30,-0.235615326076746,0.0994,0.2697,1
4,4,31,-0.18315880486369132,0.1013,0.1629,1
4,4,32,-0.21425139845609664,0.131,0.1643,1
4,4,33,-0.24635400617122652,0.1628,0.166,1
4,4,34,-0.21809421136379242,0.1469,0.1426,1
4,4,35,-0.20464799854159355,0.1306,0.1483,1
4,4,36,-0.22686057262718679,0.1592,0.1359,1
4,4,37,-0.22450201460123062,0.1474,0.153,1
4,4,38,-0.21632855596542358,0.1129,0.2066,1
4,4,39,-0.1940933570444584,0.0931,0.2005,1
4,4,40,-0.22504613294601442,0.178,0.0921,1
4,4,41,-0.21564897733926772,0.1982,0.0342,1
4,4,42,-0.21014153566360474,0.0951,0.228,1
4,4,43,-0.20790774822235109,0.1511,0.1138,1
4,4,44,-0.22897189578413965,0.1868,0.0829,1
4,4,45,-0.22539233810305598,0.1267,0.1969,1
4,4,46,-0.22346447798609734,0.123,0.2005,1
4,4,47,-0.21706899106502534,0.1215,0.191,1
4,4,48,-0.20347752415537834,0.0884,0.2285,1
4,4,49,-0.18314758050441743,0.0925,0.181,1
4,2,0,-0.21868180590569972,0.1926,0.0531,1
4,2,1,-0.1909908987045288,0.1399,0.1026,1
4,2,2,-0.2521311503648758,0.1782,0.1486,1
4,2,3,-0.2278828881025314,0.1936,0.0692,1
4,2,4,-0.21899965174198152,0.1411,0.156,1
4,2,5,-0.18041744694113732,0.0777,0.2043,1
4,2,6,-0.18973447058200837,0.0841,0.2107,1
4,2,7,-0.182699955368042,0.0789,0.207,1
4,2,8,-0.2468217576920986,0.2077,0.0769,1
4,2,9,-0.2305764340043068,0.1332,0.1943,1
4,2,10,-0.17233161115646362,0.0705,0.203,1
4,2,11,-0.22920437164306642,0.1852,0.088,1
4,2,12,-0.24640652576684952,0.2192,0.0565,1
4,2,13,-0.20237725219726563,0.0983,0.2062,1
4,2,14,-0.2225543448984623,0.1685,0.1084,1
4,2,15,-0.24122008545398713,0.1546,0.1726,1
4,2,16,-0.18853214893341066,0.0985,0.1798,1
4,2,17,-0.20904780970215797,0.1869,0.0459,1
4,2,18,-0.21248029010295869,0.1238,0.1757,1
4,2,19,-0.2052805436193943,0.1418,0.1251,1
4,2,20,-0.18621667480468748,0.1493,0.0726,1
4,2,21,-0.23677574204802512,0.0996,0.2729,1
4,2,22,-0.22226422469615936,0.1468,0.151,1
4,2,23,-0.17822107681035995,0.0724,0.2103,1
4,2,24,-0.14186634719371793,0.1204,0.0432,1
4,2,25,-0.2643526795446873,0.2093,0.1117,1
4,2,26,-0.2608414619743824,0.1761,0.1671,1
4,2,27,-0.2344268147855997,0.1867,0.0969,1
4,2,28,-0.2195866394340992,0.1994,0.0422,1
4,2,29,-0.20554059423804286,0.1155,0.1799,1
4,2,30,-0.21156728795170784,0.1105,0.2005,1
4,2,31,-0.2362362102031708,0.2025,0.0674,1
4,2,32,-0.24747561675310137,0.2054,0.083,1
4,2,33,-0.19289034717679027,0.1019,0.1799,1
4,2,34,-0.22017622143030166,0.1875,0.0636,1
4,2,35,-0.18587982403039932,0.0917,0.1864,1
4,2,36,-0.24674440188109875,0.1529,0.1879,1
4,2,37,-0.18746596183776856,0.1222,0.13,1
4,2,38,-0.26447613328993325,0.1844,0.1609,1
4,2,39,-0.1881160461127758,0.0833,0.2077,1
4,2,40,-0.2215935139536858,0.1579,0.1253,1
4,2,41,-0.20741508625745775,0.1038,0.2053,1
4,2,42,-0.22952653266191483,0.2182,0.023,1
4,2,43,-0.2193852241039276,0.1242,0.1892,1
4,2,44,-0.1971251698613167,0.1174,0.159,1
4,2,45,-0.2429857697546482,0.1109,0.2621,1
4,2,46,-0.2026696446418762,0.1295,0.1454,1
4,2,47,-0.20342482107877732,0.1375,0.132,1
4,2,48,-0.2383688505589962,0.1901,0.0976,1
4,2,49,-0.2301700659751892,0.2117,0.039,1
5,1,0,-0.21950758419036867,0.1249,0.1886,1
5,1,1,-0.21324893230199812,0.1317,0.1631,1
5,1,2,-0.26674092130064964,0.1579,0.2151,1
5,1,3,-0.2177695894956589,0.0927,0.2494,1
5,1,4,-0.2574420366346836,0.1469,0.2189,1
5,1,5,-0.2317468007415533,0.2059,0.0529,1
5,1,6,-0.2148983407378197,0.0861,0.2551,1
5,1,7,-0.21584251956939698,0.1877,0.0558,1
5,1,8,-0.19644934866428376,0.1174,0.156,1
5,1,9,-0.24305420011281967,0.177,0.131,1
5,1,10,-0.21288198722004892,0.0762,0.2709,1
5,1,11,-0.20736646726727484,0.1084,0.1957,1
5,1,12,-0.23430716764926912,0.1782,0.1101,1
5,1,13,-0.25821458131074904,0.2028,0.1094,1
5,1,14,-0.23483162518143655,0.152,0.1653,1
5,1,15,-0.21563988513350485,0.0948,0.2395,1
5,1,16,-0.21375414648056032,0.1454,0.137,1
5,1,17,-0.20825220682024956,0.1895,0.0392,1
5,1,18,-0.1784098858356476,0.1025,0.1507,1
5,1,19,-0.19883271357417104,0.1309,0.1337,1
5,1,20,-0.2183930009126663,0.1221,0.1904,1
5,1,21,-0.23691857537627223,0.1039,0.2637,1
5,1,22,-0.19248747203350067,0.0967,0.1912,1
5,1,23,-0.23186300451755523,0.1411,0.1796,1
5,1,24,-0.20704647291898728,0.1544,0.1034,1
5,1,25,-0.22116061606407164,0.1717,0.0994,1
5,1,26,-0.19216260229349136,0.1062,0.1699,1
5,1,27,-0.20656788423657416,0.0861,0.2403,1
5,1,28,-0.19196895943284034,0.0748,0.2337,1
5,1,29,-0.20237902362942695,0.1249,0.1529,1
5,1,30,-0.19100608311295508,0.145,0.0927,1
5,1,31,-0.1738533470630646,0.1531,0.0398,1
5,1,32,-0.19421360464096069,0.0965,0.1934,1
5,1,33,-0.18237192437052727,0.1261,0.1129,1
5,1,34,-0.24129966913461684,0.1076,0.2662,1
5,1,35,-0.19491109144687654,0.097,0.195,1
5,1,36,-0.2208823126733303,0.0951,0.2491,1
5,1,37,-0.2045106803804636,0.123,0.1631,1
5,1,38,-0.1899714835166931,0.1654,0.05,1
5,1,39,-0.22402021228671076,0.1758,0.0971,1
5,1,40,-0.21280390548706052,0.0838,0.2572,1
5,1,41,-0.20477177260518073,0.1803,0.05,1
5,1,42,-0.2511932717204094,0.2071,0.0896,1
5,1,43,-0.22946729302406313,0.1917,0.0766,1
5,1,44,-0.1555406355321407,0.0768,0.1573,1
5,1,45,-0.24595294423103334,0.2094,0.0748,1
5,1,46,-0.226257117164135,0.2058,0.0427,1
5,1,47,-0.161088050365448,0.0636,0.1944,1
5,1,48,-0.2186286304473877,0.0791,0.2766,1
5,1,49,-0.22538984969854356,0.1489,0.1511,1
5,0,0,-0.23482569569349288,0.2065,0.058,1
5,0,1,-0.21587364048957824,0.0793,0.271,1
5,0,2,-0.158385963511467,0.084,0.1483,1
5,0,3,-0.236452569770813,0.1514,0.1684,1
5,0,4,-0.16096764509677886,0.1195,0.0813,1
5,0,5,-0.1646396249949932,0.0828,0.1635,1
5,0,6,-0.2331633176803589,0.1365,0.191,1
5,0,7,-0.21760090789794923,0.1332,0.1688,1
5,0,8,-0.24657326831817628,0.1515,0.1877,1
5,0,9,-0.21199588906764982,0.1649,0.0922,1
5,0,10,-0.18231228264570234,0.0866,0.191,1
5,0,11,-0.22269977404475214,0.1241,0.1967,1
5,0,12,-0.2254570224404335,0.1533,0.1447,1
5,0,13,-0.21402856718301771,0.1649,0.0963,1
5,0,14,-0.2333348795413971,0.1365,0.1918,1
5,0,15,-0.16790024045705795,0.0705,0.1929,1
5,0,16,-0.1990792003273964,0.1123,0.1724,1
5,0,17,-0.20177547689080239,0.09,0.2213,1
5,0,18,-0.20859946404695512,0.1377,0.142,1
5,0,19,-0.21030933122634884,0.102,0.2148,1
5,0,20,-0.22177319106161592,0.1714,0.1011,1
5,0,21,-0.22046865031421184,0.1483,0.1447,1
5,0,22,-0.18652546927332878,0.074,0.2245,1
5,0,23,-0.22607316224575041,0.1495,0.1512,1
5,0,24,-0.18370869380235672,0.1061,0.1552,1
5,0,25,-0.19240407824516298,0.1418,0.1014,1
5,0,26,-0.2090454753577709,0.1148,0.1883,1
5,0,27,-0.21558099190592767,0.1196,0.1907,1
5,0,28,-0.21893901958465578,0.1086,0.2202,1
5,0,29,-0.18228488655686378,0.0658,0.2321,1
5,0,30,-0.22445785251259803,0.123,0.2005,1
5,0,31,-0.22908099174499513,0.1222,0.2116,1
5,0,32,-0.18457534260749817,0.0973,0.1726,1
5,0,33,-0.21463420653343204,0.1203,0.1864,1
5,0,34,-0.2187053570151329,0.1885,0.0595,1
5,0,35,-0.21559673480987548,0.1466,0.1382,1
5,0,36,-0.2631998819977045,0.2086,0.1101,1
5,0,37,-0.21831067819297312,0.1926,0.0531,1
5,0,38,-0.19839019961357116,0.101,0.1944,1
5,0,39,-0.20068010487854482,0.1705,0.0611,1
5,0,40,-0.2418269852399826,0.1374,0.2071,1
5,0,41,-0.24877200055122378,0.1647,0.1658,1
5,0,42,-0.195544683650136,0.153,0.0853,1
5,0,43,-0.19378861577510836,0.1554,0.0749,1
5,0,44,-0.18155092765688896,0.058,0.2449,1
5,0,45,-0.22442018111944198,0.1288,0.1891,1
5,0,46,-0.23067145746350293,0.1468,0.1665,1
5,0,47,-0.24070633556842805,0.1709,0.1376,1
5,0,48,-0.18654301175475121,0.1283,0.1149,1
5,0,49,-0.1867347933650017,0.0918,0.1879,1
5,3,0,-0.24795343807935713,0.1379,0.2176,1
5,3,1,-0.23785764852762223,0.1994,0.0758,1
5,3,2,-0.23737496966123584,0.1849,0.1032,1
5,3,3,-0.20625474375486372,0.1805,0.05,1
5,3,4,-0.22827354783415796,0.1709,0.1143,1
5,3,5,-0.1743270849585533,0.1044,0.1382,1
5,3,6,-0.19191850507855418,0.0859,0.2099,1
5,3,7,-0.21443453391790393,0.1264,0.1743,1
5,3,8,-0.2393714571475983,0.1107,0.2569,1
5,3,9,-0.2389035351276398,0.1363,0.205,1
5,3,10,-0.24344326193332672,0.1936,0.1012,1
5,3,11,-0.21430441009998322,0.1334,0.1602,1
5,3,12,-0.2521693579435349,0.1074,0.2888,1
5,3,13,-0.21132453600168227,0.1121,0.1981,1
5,3,14,-0.24665445119142532,0.1109,0.2692,1
5,3,15,-0.19720285624861716,0.1084,0.1775,1
5,3,16,-0.23682875630259514,0.1403,0.1909,1
5,3,17,-0.22907229044437408,0.1423,0.1712,1
5,3,18,-0.2094655041128397,0.1403,0.1385,1
5,3,19,-0.21884771424531935,0.2013,0.034,1
5,3,20,-0.2747821461617947,0.2356,0.0779,1
5,3,21,-0.20879307901859281,0.1438,0.1289,1
5,3,22,-0.2373406187534332,0.1432,0.188,1
5,3,23,-0.232187797498703,0.1668,0.13,1
5,3,24,-0.1492208436310291,0.1082,0.0822,1
5,3,25,-0.14371132808327675,0.09,0.1061,1
5,3,26,-0.18731095480620863,0.1627,0.0499,1
5,3,27,-0.22712219901680944,0.1329,0.1861,1
5,3,28,-0.23244320259690285,0.1951,0.0729,1
5,3,29,-0.2614024609744549,0.23,0.0619,1
5,3,30,-0.18614138404726982,0.1498,0.0733,1
5,3,31,-0.24470442538261414,0.0984,0.2901,1
5,3,32,-0.23298281621932984,0.0883,0.2869,1
5,3,33,-0.26669537515640257,0.2166,0.0996,1
5,3,34,-0.20082697482407094,0.1515,0.0991,1
5,3,35,-0.21317738889455795,0.1174,0.1894,1
5,3,36,-0.21557964112758637,0.1421,0.1447,1
5,3,37,-0.16390886013507844,0.0919,0.1438,1
5,3,38,-0.24013056051731108,0.1892,0.1026,1
5,3,39,-0.2141678526878357,0.0792,0.2688,1
5,3,40,-0.22319966149926185,0.1219,0.2001,1
5,3,41,-0.19706945757865907,0.1408,0.1108,1
5,3,42,-0.22287063281536104,0.1195,0.2044,1
5,3,43,-0.22091315287351607,0.1465,0.149,1
5,3,44,-0.25693224111795426,0.1052,0.3009,1
5,3,45,-0.22317732575535776,0.1444,0.1557,1
5,3,46,-0.21624225535392763,0.1027,0.2258,1
5,3,47,-0.228983229970932,0.1688,0.1185,1
5,3,48,-0.2185338638305664,0.1377,0.1598,1
5,3,49,-0.2174611205637455,0.2003,0.0343,1
